id,type,reactions,comments,shares,likes,loves,wows,hahas,sads,angrys
2406,photo,20,10,0,20,0,0,0,0,0
2407,photo,25,6,0,25,0,0,0,0,0
2408,photo,39,6,0,39,0,0,0,0,0
2409,photo,17,3,0,17,0,0,0,0,0
2410,photo,26,11,0,26,0,0,0,0,0
2411,photo,17,3,0,17,0,0,0,0,0
2412,photo,38,12,0,38,0,0,0,0,0
2413,photo,18,2,0,18,0,0,0,0,0
2414,photo,24,10,0,24,0,0,0,0,0
2415,photo,45,18,0,45,0,0,0,0,0
2416,photo,15,0,0,15,0,0,0,0,0
2417,photo,12,0,0,12,0,0,0,0,0
2418,photo,20,3,0,20,0,0,0,0,0
2419,photo,37,22,0,37,0,0,0,0,0
2420,photo,12,0,0,12,0,0,0,0,0
2421,photo,26,1,0,26,0,0,0,0,0
2422,photo,18,9,0,18,0,0,0,0,0
2423,photo,10,13,0,10,0,0,0,0,0
2424,photo,12,15,0,12,0,0,0,0,0
2425,photo,16,5,1,16,0,0,0,0,0
2426,photo,25,21,0,25,0,0,0,0,0
2427,photo,9,17,0,9,0,0,0,0,0
2428,photo,13,0,0,13,0,0,0,0,0
2429,photo,13,9,0,13,0,0,0,0,0
2430,photo,15,3,0,15,0,0,0,0,0
2431,photo,12,27,0,12,0,0,0,0,0
2432,photo,14,8,2,14,0,0,0,0,0
2433,photo,21,12,1,21,0,0,0,0,0
2434,photo,21,14,0,21,0,0,0,0,0
2435,photo,28,5,0,28,0,0,0,0,0
2436,photo,14,0,1,14,0,0,0,0,0
2437,photo,19,2,0,19,0,0,0,0,0
2438,photo,13,0,1,13,0,0,0,0,0
2439,photo,15,2,0,15,0,0,0,0,0
2440,photo,23,1,0,23,0,0,0,0,0
2441,photo,31,16,0,31,0,0,0,0,0
2442,photo,14,0,0,14,0,0,0,0,0
2443,photo,5,18,0,5,0,0,0,0,0
2444,photo,21,3,0,21,0,0,0,0,0
2445,photo,15,0,0,15,0,0,0,0,0
2446,photo,23,4,0,23,0,0,0,0,0
2447,photo,16,0,0,16,0,0,0,0,0
2448,photo,22,12,2,22,0,0,0,0,0
2449,photo,15,11,0,15,0,0,0,0,0
2450,photo,23,32,0,23,0,0,0,0,0
2451,photo,27,7,0,27,0,0,0,0,0
2452,photo,20,2,0,20,0,0,0,0,0
2453,photo,18,12,0,18,0,0,0,0,0
2454,photo,30,6,0,30,0,0,0,0,0
2455,photo,16,3,0,16,0,0,0,0,0
2456,photo,14,13,0,14,0,0,0,0,0
2457,photo,18,0,0,18,0,0,0,0,0
2458,photo,26,11,0,26,0,0,0,0,0
2459,photo,19,4,0,19,0,0,0,0,0
2460,photo,14,2,0,14,0,0,0,0,0
2461,photo,20,5,0,20,0,0,0,0,0
2462,photo,20,3,0,20,0,0,0,0,0
2463,photo,15,0,0,15,0,0,0,0,0
2464,photo,15,12,0,15,0,0,0,0,0
2465,photo,13,1,0,13,0,0,0,0,0
2466,photo,21,5,0,21,0,0,0,0,0
2467,photo,31,6,0,31,0,0,0,0,0
2468,photo,26,11,0,26,0,0,0,0,0
2469,photo,27,9,6,27,0,0,0,0,0
2470,photo,21,11,0,21,0,0,0,0,0
2471,photo,21,22,1,21,0,0,0,0,0
2472,photo,24,9,0,24,0,0,0,0,0
2473,photo,17,25,2,17,0,0,0,0,0
2474,photo,18,5,0,18,0,0,0,0,0
2475,photo,13,4,0,13,0,0,0,0,0
2476,photo,14,7,0,14,0,0,0,0,0
2477,photo,25,17,0,25,0,0,0,0,0
2478,photo,10,21,0,10,0,0,0,0,0
2479,photo,12,5,0,12,0,0,0,0,0
2480,photo,26,21,0,26,0,0,0,0,0
2481,photo,24,11,0,24,0,0,0,0,0
2482,photo,16,2,0,16,0,0,0,0,0
2483,photo,25,4,0,25,0,0,0,0,0
2484,photo,18,1,0,18,0,0,0,0,0
2485,photo,17,5,0,17,0,0,0,0,0
2486,photo,24,15,0,24,0,0,0,0,0
2487,photo,13,2,0,13,0,0,0,0,0
2488,photo,20,18,0,20,0,0,0,0,0
2489,photo,21,6,1,21,0,0,0,0,0
2490,photo,21,8,0,21,0,0,0,0,0
2491,photo,13,8,0,13,0,0,0,0,0
2492,photo,16,3,0,16,0,0,0,0,0
2493,photo,14,5,0,14,0,0,0,0,0
2494,photo,16,1,0,16,0,0,0,0,0
2495,photo,19,10,0,19,0,0,0,0,0
2496,photo,18,4,0,18,0,0,0,0,0
2497,photo,20,5,0,20,0,0,0,0,0
2498,photo,19,9,0,19,0,0,0,0,0
2499,photo,19,3,0,19,0,0,0,0,0
2500,photo,9,6,0,9,0,0,0,0,0
2501,photo,21,17,0,21,0,0,0,0,0
2502,photo,29,5,3,29,0,0,0,0,0
2503,photo,14,0,0,14,0,0,0,0,0
2504,photo,20,18,0,20,0,0,0,0,0
2505,photo,27,18,0,27,0,0,0,0,0
2506,photo,21,5,0,21,0,0,0,0,0
2507,photo,12,0,0,12,0,0,0,0,0
2508,photo,23,5,0,23,0,0,0,0,0
2509,photo,22,3,0,22,0,0,0,0,0
2510,photo,29,7,0,29,0,0,0,0,0
2511,photo,26,13,1,26,0,0,0,0,0
2512,photo,23,11,0,23,0,0,0,0,0
2513,photo,16,16,0,16,0,0,0,0,0
2514,photo,22,4,1,22,0,0,0,0,0
2515,photo,18,4,0,18,0,0,0,0,0
2516,photo,39,12,0,39,0,0,0,0,0
2517,photo,25,19,0,25,0,0,0,0,0
2518,photo,15,9,0,15,0,0,0,0,0
2519,photo,20,3,0,20,0,0,0,0,0
2520,photo,24,2,0,24,0,0,0,0,0
2521,photo,30,4,0,30,0,0,0,0,0
2522,photo,18,8,0,18,0,0,0,0,0
2523,photo,22,5,0,22,0,0,0,0,0
2524,photo,18,7,0,18,0,0,0,0,0
2525,photo,22,37,0,22,0,0,0,0,0
2526,photo,17,12,0,17,0,0,0,0,0
2527,photo,19,0,0,19,0,0,0,0,0
2528,photo,15,7,1,15,0,0,0,0,0
2529,photo,36,16,0,36,0,0,0,0,0
2530,photo,18,9,0,18,0,0,0,0,0
2531,photo,9,7,0,9,0,0,0,0,0
2532,photo,25,13,0,25,0,0,0,0,0
2533,photo,22,11,0,22,0,0,0,0,0
2534,photo,17,13,0,17,0,0,0,0,0
2535,photo,10,9,0,10,0,0,0,0,0
2536,photo,13,1,1,13,0,0,0,0,0
2537,photo,33,47,0,33,0,0,0,0,0
2538,photo,14,13,0,14,0,0,0,0,0
2539,photo,10,6,0,10,0,0,0,0,0
2540,photo,14,0,0,14,0,0,0,0,0
2541,photo,15,0,0,15,0,0,0,0,0
2542,photo,18,1,0,18,0,0,0,0,0
2543,photo,14,2,0,14,0,0,0,0,0
2544,photo,32,7,1,32,0,0,0,0,0
2545,photo,14,1,0,14,0,0,0,0,0
2546,photo,13,10,0,13,0,0,0,0,0
2547,photo,12,4,0,12,0,0,0,0,0
2548,photo,15,15,0,15,0,0,0,0,0
2549,photo,14,0,0,14,0,0,0,0,0
2550,photo,23,4,0,23,0,0,0,0,0
2551,photo,18,0,0,18,0,0,0,0,0
2552,photo,21,1,0,21,0,0,0,0,0
2553,photo,15,2,0,15,0,0,0,0,0
2554,photo,13,3,0,13,0,0,0,0,0
2555,photo,13,0,0,13,0,0,0,0,0
2556,photo,18,3,0,18,0,0,0,0,0
2557,photo,18,5,0,18,0,0,0,0,0
2558,photo,12,0,0,12,0,0,0,0,0
2559,photo,12,0,0,12,0,0,0,0,0
2560,photo,19,1,0,19,0,0,0,0,0
2561,photo,29,9,0,29,0,0,0,0,0
2562,photo,12,1,0,12,0,0,0,0,0
2563,photo,13,2,0,13,0,0,0,0,0
2564,photo,12,0,1,12,0,0,0,0,0
2565,photo,19,3,0,19,0,0,0,0,0
2566,photo,22,8,0,22,0,0,0,0,0
2567,photo,38,6,1,38,0,0,0,0,0
2568,photo,17,7,0,17,0,0,0,0,0
2569,photo,37,7,2,37,0,0,0,0,0
2570,photo,28,7,0,28,0,0,0,0,0
2571,photo,22,5,1,22,0,0,0,0,0
2572,photo,28,2,0,28,0,0,0,0,0
2573,photo,19,30,0,19,0,0,0,0,0
2574,photo,33,12,0,33,0,0,0,0,0
2575,photo,18,3,0,18,0,0,0,0,0
2576,photo,16,7,0,16,0,0,0,0,0
2577,photo,32,4,0,32,0,0,0,0,0
2578,photo,30,7,0,30,0,0,0,0,0
2579,photo,20,5,0,20,0,0,0,0,0
2580,photo,16,2,0,16,0,0,0,0,0
2581,photo,36,18,1,36,0,0,0,0,0
2582,photo,30,4,1,30,0,0,0,0,0
2583,photo,22,2,0,22,0,0,0,0,0
2584,photo,34,14,0,34,0,0,0,0,0
2585,photo,19,3,0,19,0,0,0,0,0
2586,photo,15,5,0,15,0,0,0,0,0
2587,photo,12,1,0,12,0,0,0,0,0
2588,photo,23,32,0,23,0,0,0,0,0
2589,photo,13,2,0,13,0,0,0,0,0
2590,photo,17,4,0,17,0,0,0,0,0
2591,photo,30,33,0,30,0,0,0,0,0
2592,photo,32,1,0,32,0,0,0,0,0
2593,photo,12,4,0,12,0,0,0,0,0
2594,photo,32,24,0,32,0,0,0,0,0
2595,photo,23,6,0,23,0,0,0,0,0
2596,photo,34,2,0,34,0,0,0,0,0
2597,photo,62,19,0,62,0,0,0,0,0
2598,photo,18,20,0,18,0,0,0,0,0
2599,photo,10,2,0,10,0,0,0,0,0
2600,photo,16,0,0,16,0,0,0,0,0
2601,photo,23,5,0,23,0,0,0,0,0
2602,photo,14,0,0,14,0,0,0,0,0
2603,photo,20,7,0,20,0,0,0,0,0
2604,photo,25,8,0,25,0,0,0,0,0
2605,photo,19,7,0,19,0,0,0,0,0
2606,photo,17,2,0,17,0,0,0,0,0
2607,photo,15,13,0,15,0,0,0,0,0
2608,photo,25,9,0,25,0,0,0,0,0
2609,photo,18,2,0,18,0,0,0,0,0
2610,photo,13,3,0,13,0,0,0,0,0
2611,photo,19,2,0,19,0,0,0,0,0
2612,photo,29,10,2,29,0,0,0,0,0
2613,photo,13,3,0,13,0,0,0,0,0
2614,photo,25,0,0,25,0,0,0,0,0
2615,photo,21,0,0,21,0,0,0,0,0
2616,photo,48,17,2,48,0,0,0,0,0
2617,photo,22,0,0,22,0,0,0,0,0
2618,photo,20,1,0,20,0,0,0,0,0
2619,photo,14,14,0,14,0,0,0,0,0
2620,photo,31,17,0,31,0,0,0,0,0
2621,photo,12,3,0,12,0,0,0,0,0
2622,photo,24,39,0,24,0,0,0,0,0
2623,photo,10,5,0,10,0,0,0,0,0
2624,photo,21,3,0,21,0,0,0,0,0
2625,photo,18,0,0,18,0,0,0,0,0
2626,photo,14,1,0,14,0,0,0,0,0
2627,photo,15,11,0,15,0,0,0,0,0
2628,photo,13,4,0,13,0,0,0,0,0
2629,photo,12,4,0,12,0,0,0,0,0
2630,photo,13,2,0,13,0,0,0,0,0
2631,photo,19,17,3,19,0,0,0,0,0
2632,photo,12,3,0,12,0,0,0,0,0
2633,photo,14,1,0,14,0,0,0,0,0
2634,photo,14,7,0,14,0,0,0,0,0
2635,photo,15,3,0,15,0,0,0,0,0
2636,photo,5,0,0,5,0,0,0,0,0
2637,photo,20,1,0,19,1,0,0,0,0
2638,video,227,1222,226,182,41,2,1,1,0
2639,photo,57,1,0,56,1,0,0,0,0
2640,photo,8,0,0,8,0,0,0,0,0
2641,photo,94,1,1,91,1,2,0,0,0
2642,photo,72,1,1,72,0,0,0,0,0
2643,photo,12,0,0,12,0,0,0,0,0
2644,video,209,553,152,177,30,0,0,1,1
2645,photo,5,0,0,5,0,0,0,0,0
2646,photo,576,25,7,560,13,3,0,0,0
2647,photo,42,0,1,42,0,0,0,0,0
2648,photo,30,0,1,30,0,0,0,0,0
2649,photo,32,1,0,32,0,0,0,0,0
2650,photo,27,0,1,27,0,0,0,0,0
2651,photo,3,0,0,3,0,0,0,0,0
2652,photo,14,0,0,14,0,0,0,0,0
2653,video,56,0,6,54,2,0,0,0,0
2654,video,210,816,246,152,55,0,3,0,0
2655,status,89,8,0,89,0,0,0,0,0
2656,photo,4,0,0,4,0,0,0,0,0
2657,status,76,1,1,75,1,0,0,0,0
2658,photo,127,0,10,119,4,4,0,0,0
2659,photo,12,1,0,12,0,0,0,0,0
2660,video,191,612,201,149,41,0,0,1,0
2661,video,209,457,155,169,39,0,0,0,1
2662,photo,9,0,0,9,0,0,0,0,0
2663,photo,41,0,2,40,1,0,0,0,0
2664,photo,19,0,0,19,0,0,0,0,0
2665,photo,227,18,2,213,6,7,1,0,0
2666,photo,8,2,0,8,0,0,0,0,0
2667,photo,91,0,1,89,2,0,0,0,0
2668,photo,5,4,0,5,0,0,0,0,0
2669,photo,17,0,0,17,0,0,0,0,0
2670,video,197,540,261,170,27,0,0,0,0
2671,photo,354,10,2,342,8,4,0,0,0
2672,photo,44,1,1,44,0,0,0,0,0
2673,photo,21,2,0,21,0,0,0,0,0
2674,photo,54,2,0,54,0,0,0,0,0
2675,photo,10,0,1,10,0,0,0,0,0
2676,photo,14,0,0,13,0,1,0,0,0
2677,video,236,785,145,193,40,2,1,0,0
2678,photo,464,51,4,453,9,2,0,0,0
2679,photo,78,0,1,77,1,0,0,0,0
2680,photo,15,0,0,15,0,0,0,0,0
2681,photo,2,0,0,2,0,0,0,0,0
2682,photo,91,4,3,90,1,0,0,0,0
2683,photo,56,0,1,55,1,0,0,0,0
2684,photo,15,0,5,15,0,0,0,0,0
2685,photo,46,2,2,44,1,1,0,0,0
2686,photo,19,0,0,19,0,0,0,0,0
2687,status,113,11,1,113,0,0,0,0,0
2688,photo,5,0,0,5,0,0,0,0,0
2689,photo,332,21,6,319,7,6,0,0,0
2690,photo,12,1,0,12,0,0,0,0,0
2691,photo,11,0,0,10,0,1,0,0,0
2692,photo,56,4,2,55,1,0,0,0,0
2693,photo,72,13,1,69,3,0,0,0,0
2694,photo,10,0,0,10,0,0,0,0,0
2695,photo,56,3,12,54,2,0,0,0,0
2696,photo,45,0,3,44,1,0,0,0,0
2697,photo,37,0,2,35,1,1,0,0,0
2698,photo,71,10,49,68,1,2,0,0,0
2699,photo,51,0,2,49,2,0,0,0,0
2700,photo,76,3,15,74,1,1,0,0,0
2701,photo,69,11,69,65,2,1,0,1,0
2702,photo,58,5,70,57,1,0,0,0,0
2703,photo,29,1,1,27,2,0,0,0,0
2704,photo,48,3,54,47,1,0,0,0,0
2705,photo,9,1,0,7,1,1,0,0,0
2706,photo,69,0,0,68,1,0,0,0,0
2707,photo,19,0,0,19,0,0,0,0,0
2708,photo,34,0,0,32,2,0,0,0,0
2709,photo,29,1,0,28,1,0,0,0,0
2710,photo,16,3,1,16,0,0,0,0,0
2711,photo,6,0,0,6,0,0,0,0,0
2712,photo,13,1,0,12,1,0,0,0,0
2713,photo,9,0,0,9,0,0,0,0,0
2714,photo,82,0,1,78,3,1,0,0,0
2715,photo,5,0,0,5,0,0,0,0,0
2716,photo,5,0,0,5,0,0,0,0,0
2717,video,219,694,173,179,39,0,1,0,0
2718,video,387,3221,242,299,83,2,2,1,0
2719,photo,8,0,0,8,0,0,0,0,0
2720,photo,68,0,1,64,3,0,1,0,0
2721,photo,53,0,1,52,1,0,0,0,0
2722,photo,23,0,1,21,1,1,0,0,0
2723,photo,15,0,0,15,0,0,0,0,0
2724,video,280,1060,223,232,48,0,0,0,0
2725,photo,8,0,0,7,1,0,0,0,0
2726,photo,23,0,1,23,0,0,0,0,0
2727,photo,16,0,0,16,0,0,0,0,0
2728,photo,243,7,3,240,2,1,0,0,0
2729,photo,84,3,2,83,1,0,0,0,0
2730,photo,15,0,0,15,0,0,0,0,0
2731,video,303,904,177,237,63,1,2,0,0
2732,photo,114,0,3,113,1,0,0,0,0
2733,photo,174,66,1,173,1,0,0,0,0
2734,photo,10,0,0,10,0,0,0,0,0
2735,status,87,56,0,87,0,0,0,0,0
2736,photo,81,4,2,79,2,0,0,0,0
2737,photo,18,1,0,18,0,0,0,0,0
2738,photo,62,1,1,61,1,0,0,0,0
2739,photo,318,2,4,316,2,0,0,0,0
2740,photo,43,1,2,41,2,0,0,0,0
2741,photo,80,2,1,79,1,0,0,0,0
2742,photo,19,0,0,19,0,0,0,0,0
2743,photo,133,9,2,130,3,0,0,0,0
2744,photo,24,1,0,24,0,0,0,0,0
2745,video,328,1094,235,274,51,1,2,0,0
2746,photo,8,0,0,8,0,0,0,0,0
2747,video,488,2428,273,392,94,0,1,1,0
2748,photo,50,0,1,49,1,0,0,0,0
2749,photo,6,0,2,6,0,0,0,0,0
2750,photo,19,2,1,19,0,0,0,0,0
2751,photo,12,0,0,12,0,0,0,0,0
2752,photo,58,1,0,58,0,0,0,0,0
2753,photo,20,0,1,20,0,0,0,0,0
2754,photo,90,0,1,89,1,0,0,0,0
2755,photo,7,0,0,7,0,0,0,0,0
2756,photo,20,0,0,20,0,0,0,0,0
2757,photo,9,0,0,9,0,0,0,0,0
2758,photo,72,0,0,72,0,0,0,0,0
2759,photo,8,1,0,8,0,0,0,0,0
2760,photo,2,0,0,2,0,0,0,0,0
2761,photo,17,3,0,17,0,0,0,0,0
2762,video,185,996,232,111,74,0,0,0,0
2763,photo,7,1,0,7,0,0,0,0,0
2764,photo,73,1,0,71,2,0,0,0,0
2765,photo,70,0,0,68,2,0,0,0,0
2766,photo,68,2,0,66,1,1,0,0,0
2767,photo,17,2,0,17,0,0,0,0,0
2768,photo,11,0,0,11,0,0,0,0,0
2769,photo,8,0,0,8,0,0,0,0,0
2770,photo,8,0,0,8,0,0,0,0,0
2771,photo,71,2,1,70,1,0,0,0,0
2772,photo,3,1,0,2,0,0,0,1,0
2773,status,61,1,0,61,0,0,0,0,0
2774,photo,151,9,1,142,6,3,0,0,0
2775,photo,6,0,0,6,0,0,0,0,0
2776,photo,139,0,1,139,0,0,0,0,0
2777,photo,43,1,0,40,3,0,0,0,0
2778,photo,8,0,0,8,0,0,0,0,0
2779,photo,51,0,3,51,0,0,0,0,0
2780,photo,89,4,1,86,3,0,0,0,0
2781,photo,7,2,0,7,0,0,0,0,0
2782,photo,7,0,0,7,0,0,0,0,0
2783,video,242,715,242,193,49,0,0,0,0
2784,photo,7,3,0,7,0,0,0,0,0
2785,photo,156,6,2,150,1,5,0,0,0
2786,photo,19,0,0,19,0,0,0,0,0
2787,photo,511,19,36,501,9,1,0,0,0
2788,photo,3,0,0,3,0,0,0,0,0
2789,status,90,5,0,89,1,0,0,0,0
2790,photo,140,0,0,138,2,0,0,0,0
2791,photo,138,3,7,138,0,0,0,0,0
2792,photo,2,0,0,2,0,0,0,0,0
2793,photo,9,0,0,9,0,0,0,0,0
2794,photo,74,2,0,74,0,0,0,0,0
2795,photo,3,0,0,3,0,0,0,0,0
2796,photo,18,0,1,18,0,0,0,0,0
2797,video,339,1019,168,262,72,1,2,1,1
2798,photo,6,0,0,6,0,0,0,0,0
2799,photo,9,1,0,9,0,0,0,0,0
2800,photo,10,0,0,10,0,0,0,0,0
2801,video,353,891,168,281,67,1,3,1,0
2802,photo,5,0,0,5,0,0,0,0,0
2803,photo,84,6,1,82,2,0,0,0,0
2804,photo,70,5,1,69,0,1,0,0,0
2805,photo,29,0,0,29,0,0,0,0,0
2806,photo,11,0,0,10,1,0,0,0,0
2807,photo,5,1,0,5,0,0,0,0,0
2808,photo,3,0,0,3,0,0,0,0,0
2809,photo,9,0,0,9,0,0,0,0,0
2810,photo,148,15,1,140,2,6,0,0,0
2811,photo,19,4,0,19,0,0,0,0,0
2812,photo,4,0,0,4,0,0,0,0,0
2813,photo,14,0,0,14,0,0,0,0,0
2814,photo,57,0,0,55,1,1,0,0,0
2815,photo,45,2,0,44,1,0,0,0,0
2816,photo,3,0,0,3,0,0,0,0,0
2817,photo,14,2,0,14,0,0,0,0,0
2818,link,52,26,1,52,0,0,0,0,0
2819,photo,8,6,0,8,0,0,0,0,0
2820,photo,64,2,0,62,0,2,0,0,0
2821,photo,28,1,0,27,1,0,0,0,0
2822,status,71,59,2,70,1,0,0,0,0
2823,photo,62,0,0,62,0,0,0,0,0
2824,photo,5,3,0,5,0,0,0,0,0
2825,photo,8,3,1,8,0,0,0,0,0
2826,video,211,859,109,169,34,4,1,2,1
2827,photo,20,0,0,20,0,0,0,0,0
2828,video,247,828,174,182,55,0,5,5,0
2829,status,117,98,1,117,0,0,0,0,0
2830,photo,8,0,0,8,0,0,0,0,0
2831,photo,210,1,9,206,3,1,0,0,0
2832,photo,114,1,1,112,0,2,0,0,0
2833,photo,46,0,0,45,1,0,0,0,0
2834,photo,62,2,0,61,1,0,0,0,0
2835,photo,12,0,0,12,0,0,0,0,0
2836,video,231,461,74,180,50,0,1,0,0
2837,photo,10,1,0,10,0,0,0,0,0
2838,status,114,81,0,114,0,0,0,0,0
2839,photo,5,4,0,5,0,0,0,0,0
2840,photo,3,0,0,3,0,0,0,0,0
2841,photo,8,0,0,7,1,0,0,0,0
2842,photo,598,37,10,586,9,3,0,0,0
2843,photo,85,6,1,85,0,0,0,0,0
2844,photo,25,0,0,25,0,0,0,0,0
2845,video,358,1268,186,280,73,1,3,1,0
2846,photo,11,3,0,11,0,0,0,0,0
2847,photo,5,1,0,5,0,0,0,0,0
2848,photo,9,4,0,9,0,0,0,0,0
2849,photo,13,0,0,13,0,0,0,0,0
2850,photo,11,3,0,11,0,0,0,0,0
2851,photo,11,3,0,11,0,0,0,0,0
2852,photo,7,1,0,7,0,0,0,0,0
2853,status,65,9,0,65,0,0,0,0,0
2854,photo,513,11,34,503,9,1,0,0,0
2855,photo,7,3,0,7,0,0,0,0,0
2856,photo,14,0,0,14,0,0,0,0,0
2857,photo,166,20,2,159,1,6,0,0,0
2858,photo,7,8,0,7,0,0,0,0,0
2859,photo,23,1,0,23,0,0,0,0,0
2860,video,404,1129,150,328,68,4,4,0,0
2861,photo,11,1,0,11,0,0,0,0,0
2862,photo,7,3,0,7,0,0,0,0,0
2863,video,425,1377,186,360,62,0,2,1,0
2864,photo,8,0,0,8,0,0,0,0,0
2865,photo,18,4,0,18,0,0,0,0,0
2866,photo,60,0,1,59,1,0,0,0,0
2867,photo,36,6,0,35,1,0,0,0,0
2868,photo,10,0,0,9,1,0,0,0,0
2869,photo,10,2,0,10,0,0,0,0,0
2870,photo,111,1,2,110,1,0,0,0,0
2871,photo,43,4,1,41,2,0,0,0,0
2872,photo,423,16,1,402,11,10,0,0,0
2873,photo,10,2,0,10,0,0,0,0,0
2874,photo,10,0,0,10,0,0,0,0,0
2875,photo,471,13,23,464,4,3,0,0,0
2876,photo,11,0,1,11,0,0,0,0,0
2877,photo,1508,14,2,1480,18,5,4,1,0
2878,photo,71,0,1,70,0,1,0,0,0
2879,photo,107,7,2,104,2,1,0,0,0
2880,photo,141,3,1,136,3,2,0,0,0
2881,status,198,11,0,194,4,0,0,0,0
2882,photo,637,3,6,625,11,1,0,0,0
2883,photo,50,0,0,50,0,0,0,0,0
2884,photo,53,0,2,51,2,0,0,0,0
2885,photo,50,0,0,49,0,0,1,0,0
2886,photo,79,0,0,77,1,1,0,0,0
2887,photo,54,0,1,53,1,0,0,0,0
2888,photo,122,0,1,118,3,1,0,0,0
2889,photo,11,0,0,11,0,0,0,0,0
2890,photo,6,0,0,6,0,0,0,0,0
2891,photo,85,25,1,81,1,3,0,0,0
2892,photo,8,2,0,8,0,0,0,0,0
2893,status,885,32,10,876,4,5,0,0,0
2894,photo,78,1,0,76,1,1,0,0,0
2895,photo,15,0,0,14,1,0,0,0,0
2896,photo,11,9,0,11,0,0,0,0,0
2897,photo,36,0,0,35,1,0,0,0,0
2898,photo,23,1,0,22,1,0,0,0,0
2899,status,231,39,0,208,23,0,0,0,0
2900,photo,14,2,0,14,0,0,0,0,0
2901,photo,14,0,0,14,0,0,0,0,0
2902,video,379,2626,151,288,79,3,4,5,0
2903,photo,7,0,0,7,0,0,0,0,0
2904,photo,12,0,0,12,0,0,0,0,0
2905,photo,690,33,21,670,15,5,0,0,0
2906,photo,22,3,0,22,0,0,0,0,0
2907,video,253,626,244,191,55,2,2,2,1
2908,photo,38,0,0,36,2,0,0,0,0
2909,photo,67,31,0,66,1,0,0,0,0
2910,photo,8,0,0,8,0,0,0,0,0
2911,photo,4,0,0,4,0,0,0,0,0
2912,photo,23,4,0,22,0,0,0,1,0
2913,video,366,1490,154,286,73,2,4,0,1
2914,photo,414,65,4,407,4,3,0,0,0
2915,photo,16,1,0,16,0,0,0,0,0
2916,photo,66,0,0,66,0,0,0,0,0
2917,photo,8,0,0,8,0,0,0,0,0
2918,photo,44,3,0,44,0,0,0,0,0
2919,photo,16,5,0,16,0,0,0,0,0
2920,video,468,4143,719,378,84,0,3,3,0
2921,photo,87,12,0,84,1,2,0,0,0
2922,photo,15,1,0,15,0,0,0,0,0
2923,photo,22,0,0,22,0,0,0,0,0
2924,video,292,1214,180,207,77,2,3,2,1
2925,photo,3,0,0,3,0,0,0,0,0
2926,photo,6,0,0,6,0,0,0,0,0
2927,photo,20,2,0,20,0,0,0,0,0
2928,photo,11,11,0,11,0,0,0,0,0
2929,photo,18,4,0,17,1,0,0,0,0
2930,photo,6,0,0,6,0,0,0,0,0
2931,photo,29,2,4,27,1,1,0,0,0
2932,photo,46,0,0,45,1,0,0,0,0
2933,video,298,974,140,220,74,2,1,1,0
2934,photo,296,86,1,294,1,1,0,0,0
2935,photo,11,0,0,11,0,0,0,0,0
2936,photo,8,0,0,8,0,0,0,0,0
2937,photo,14,0,0,14,0,0,0,0,0
2938,photo,54,2,1,53,1,0,0,0,0
2939,photo,43,0,1,40,2,1,0,0,0
2940,photo,5,0,0,5,0,0,0,0,0
2941,photo,11,0,0,9,2,0,0,0,0
2942,photo,16,0,0,14,0,0,0,2,0
2943,photo,10,0,0,9,1,0,0,0,0
2944,photo,11,4,0,11,0,0,0,0,0
2945,photo,112,34,1,112,0,0,0,0,0
2946,photo,50,4,1,49,1,0,0,0,0
2947,photo,10,3,0,10,0,0,0,0,0
2948,photo,18,0,0,16,2,0,0,0,0
2949,status,150,45,0,143,4,3,0,0,0
2950,photo,12,2,0,12,0,0,0,0,0
2951,photo,74,0,0,74,0,0,0,0,0
2952,photo,27,4,0,26,1,0,0,0,0
2953,photo,9,0,0,9,0,0,0,0,0
2954,photo,11,1,0,11,0,0,0,0,0
2955,photo,18,1,0,18,0,0,0,0,0
2956,photo,15,4,0,10,2,0,0,3,0
2957,photo,5,1,0,4,0,0,0,1,0
2958,photo,96,3,0,94,1,0,0,1,0
2959,photo,6,1,0,6,0,0,0,0,0
2960,photo,10,5,0,10,0,0,0,0,0
2961,video,442,2360,200,295,128,4,13,1,1
2962,photo,12,0,0,12,0,0,0,0,0
2963,photo,136,6,0,132,3,1,0,0,0
2964,photo,11,0,0,11,0,0,0,0,0
2965,photo,11,2,0,11,0,0,0,0,0
2966,photo,20,1,1,20,0,0,0,0,0
2967,video,371,1233,158,296,70,2,3,0,0
2968,photo,87,2,1,85,2,0,0,0,0
2969,photo,13,2,0,13,0,0,0,0,0
2970,photo,72,15,2,72,0,0,0,0,0
2971,photo,111,9,2,111,0,0,0,0,0
2972,photo,178,22,6,174,4,0,0,0,0
2973,photo,14,0,0,14,0,0,0,0,0
2974,photo,127,25,2,121,5,1,0,0,0
2975,photo,40,0,0,40,0,0,0,0,0
2976,video,632,3416,836,493,126,6,4,2,1
2977,photo,1026,55,7,1011,13,2,0,0,0
2978,photo,13,0,0,12,1,0,0,0,0
2979,photo,27,1,2,27,0,0,0,0,0
2980,photo,4,0,0,4,0,0,0,0,0
2981,photo,193,7,2,189,3,1,0,0,0
2982,photo,42,1,1,41,1,0,0,0,0
2983,video,276,927,136,218,55,3,0,0,0
2984,photo,10,0,0,9,1,0,0,0,0
2985,photo,138,10,3,134,0,3,1,0,0
2986,photo,12,0,0,12,0,0,0,0,0
2987,photo,8,1,0,8,0,0,0,0,0
2988,video,215,784,161,154,57,0,3,1,0
